2289,手机游戏、手机游戏--棋牌游戏,7229;95423;7516;8321;14370;9236;12426;6020;8066;7815,博雅德州扑克;接龙;吉祥长春麻将;金游掼蛋;JJ德州扑克;土豪炸翻天;疯狂麻将;马上斗地主;QQ麻将;开心三张
4339,手机游戏、手机游戏--模拟经营,7866;101594;3741;25945;9341;2019;106150;17655;14860;12029,模拟人生;孤岛求生;卡通农场;甜甜萌物语;暖暖的换装物语;QQ牧场;烹饪发烧友;我的明星女友;怪物的世界;晴天小狗
4345,手机游戏、手机游戏--棋牌游戏,5793;7319;3913;12579;10533;5460;14417;1221;8700;4284,蜘蛛纸牌;经典单机麻将;博雅四人斗地主;空当接龙;南通长牌;全民炸翻天;忘忧围棋;二人斗地主;爱掼蛋;我爱斗地主
255,手机游戏、手机游戏--休闲游戏,78;21453;326;115514;924;102;5337;513;119793;1767,开心消消乐;迷你世界;天天爱消除;贪吃蛇大作战;宾果消消乐;PopStar消灭星星;钢琴块2;我的汤姆猫;消消乐海滨假日;QQ游戏
4352,手机游戏、手机游戏--策略游戏,1089;1549;15519;125836;124143;7983;120421;7520;6696;12152,保卫萝卜;海岛奇兵;保卫萝卜3;决战！平安京;乱世王者;植物大战僵尸2-宝开;王国纪元;口袋妖怪复刻;率土之滨;燃烧的蔬菜3
14596,手机游戏、手机游戏--智力游戏,11617;8652;11088;16029;19455;1607;13099;5517;8713;18431,同一个世界;1010!;密室逃亡;你画我猜;阿达脑训练;么么答;疯狂填字;看图猜成语;鳄鱼小顽皮爱洗澡2;疯狂猜图
2319,手机游戏、手机游戏--智力游戏,6508;3854;1624;5502;3622;18145;2079;17068;4561;11617,割绳子2;纪念碑谷;疯狂猜成语;一笔画成;新2048;又一个案子解决了;疯狂猜成语2;单机急转弯游戏;答题王;同一个世界
14619,手机游戏、手机游戏--策略游戏,18216;108764;11113;8882;5429;25937;8375;29660;10191;12416,王国保卫战-起源;沼泽派对;帝国塔防2;巨炮战队;龙骑帝国;混沌与秩序-英雄战歌;陌陌争霸;植物僵尸全明星;战争总动员;潮爆三国
2332,手机游戏、手机游戏--动作游戏,7546;3279;105089;3304;100272;15878;3958;16998;19135;10948,天天格斗;赛尔号-雷神崛起酷跑;英雄大作战;天天酷跑3D;异形大战铁血战士-进化(完美版);天天斗三国;神庙逃亡 魔境仙踪OZ;现代战争4;永恒战士2;神魔2.0
12579,手机游戏、手机游戏--棋牌游戏,4297;9022;5793;7319;3913;10533;4345;5460;14417;1221,玩玩四川麻将;快乐飞行棋;蜘蛛纸牌;经典单机麻将;博雅四人斗地主;南通长牌;欢乐大赢家;全民炸翻天;忘忧围棋;二人斗地主
10533,手机游戏、手机游戏--棋牌游戏,9022;5793;7319;3913;12579;4345;5460;14417;1221;8700,快乐飞行棋;蜘蛛纸牌;经典单机麻将;博雅四人斗地主;空当接龙;欢乐大赢家;全民炸翻天;忘忧围棋;二人斗地主;爱掼蛋
2343,手机游戏、手机游戏--棋牌游戏,609;335;989;1455;2549;1016;1333;1076;2571;1877,欢乐麻将;JJ斗地主;天天象棋;QQ欢乐升级;途游斗地主;单机斗地主(开心版);JJ比赛;四川麻将;同城游;单机斗地主-博雅
12588,手机游戏、手机游戏--角色扮演,9856;100272;107943;119641;7257;10460;120246;11265;9228;13559,虚荣;异形大战铁血战士-进化(完美版);天下;影之刃2;This War of Mine;口袋英雄;仙境传说RO;全民奇迹;艾诺迪亚4;神雕侠侣
16693,手机游戏、手机游戏--飞行游戏,1267;105813;4513;19143;24007;5865;15180;5317;4009;6692,雷霆战机;炮艇战3d直升机;神武2;超决战！奥特曼银河传说;模拟极限飞行;青丘狐传说;疯狂喷气机;雷射战机2015;炮艇战-3D直升机(正版);驯龙战机3D
10553,手机游戏、手机游戏--音乐游戏,1081;4990;7830;8953;116005;115546;7282;6216;5194;14211,节奏大师;完美钢琴;恋舞OL;炫舞小灵通;劲舞团;爱上钢琴Online;天天炫舞;QQ炫舞2;乐动舞指;中国好声音官方手游-全民偶像
37182,手机游戏、手机游戏--角色扮演,586;124145;1476;115766;3022;2709;5919;123401;7056;3807,我的世界;楚留香;火影忍者;阴阳师;梦幻西游;时空猎人;问道;天龙八部手游;熹妃传;大话西游
16709,手机游戏、手机游戏--赛车游戏,16294;6645;27157;10667;11141;12253;25505;13315;12914;101178,摩托竞技3D;3D终极车神2;极速摩托;北京赛车;3D暴力摩托2;3D终极车神;口袋拉力赛;3D霹雳飞车;极品飞车17-最高通缉;疯狂出租车-都市狂飙
326,手机游戏、手机游戏--休闲游戏,78;21453;255;115514;924;102;5337;513;119793;1767,开心消消乐;迷你世界;球球大作战;贪吃蛇大作战;宾果消消乐;PopStar消灭星星;钢琴块2;我的汤姆猫;消消乐海滨假日;QQ游戏
2377,手机游戏、手机游戏--卡牌游戏,104080;10984;10754;10962;7372;119320;103937;7565;9330;10390,少年西游记;秦时明月;我叫MT;放开那三国;傲世西游;究极数码世界;仙剑奇侠传;欢乐西游;全民水浒;乖离性百万阿瑟王
6476,手机游戏、手机游戏--射击游戏,124105;124101;123676;128299;124113;1096;17229;3551;18660;97876,荒野行动;终结者2-审判日;魂斗罗-归来;PUBG MOBILE;光荣使命-使命行动;全民突击;精英部队;全民枪战;火线指令之诺曼底;弹弹岛2
2381,手机游戏、手机游戏--跑酷游戏,100211;115562;115499;434;1611;853;24555;8879;8296;100695,滚动的天空;汤姆猫跑酷;疯狂动物园;天天酷跑;熊出没之熊大快跑;僵尸尖叫;永不言弃!!;铠甲勇士之英雄传说;猫和老鼠;草莓公主甜心跑酷
